:	dvije tačke
👨🏼‍💻	muškarac, muškarac tehnolog: srednje svijetla koža, programer, pronalazač, softver, srednje svijetla koža, tehnolog
👨🏽‍💻	muškarac, muškarac tehnolog: ni svijetla ni tamna koža, ni svijetla ni tamna koža, programer, pronalazač, softver, tehnolog
👩🏻‍💻	programer, pronalazač, softver, svijetla koža, žena, žena tehnolog, žena tehnolog: svijetla koža
👩🏼‍💻	programer, pronalazač, softver, srednje svijetla koža, žena, žena tehnolog, žena tehnolog: srednje svijetla koža
👩🏽‍💻	ni svijetla ni tamna koža, programer, pronalazač, softver, žena, žena tehnolog, žena tehnolog: ni svijetla ni tamna koža
🧑‍🎤	pjevač
🧑🏻‍🎤	pjevač, pjevač: svijetla koža, svijetla koža
🧑🏼‍🎤	pjevač, pjevač: srednje svijetla koža, srednje svijetla koža
🧑🏽‍🎤	ni svijetla ni tamna koža, pjevač, pjevač: ni svijetla ni tamna koža
🧑🏾‍🎤	pjevač, pjevač: srednje tamna koža, srednje tamna koža
🧑🏿‍🎤	pjevač, pjevač: tamna koža, tamna koža
👨‍🎤	muškarac pjevač
👨🏻‍🎤	muškarac pjevač, muškarac pjevač: svijetla koža, svijetla koža
👨🏼‍🎤	muškarac pjevač, muškarac pjevač: srednje svijetla koža, srednje svijetla koža
👨🏽‍🎤	muškarac pjevač, muškarac pjevač: ni svijetla ni tamna koža, ni svijetla ni tamna koža
👨🏾‍🎤	muškarac pjevač, muškarac pjevač: srednje tamna koža, srednje tamna koža
👨🏿‍🎤	muškarac pjevač, muškarac pjevač: tamna koža, tamna koža
👩‍🎤	pjevačica
👩🏻‍🎤	pjevačica, pjevačica: svijetla koža, svijetla koža
👩🏼‍🎤	pjevačica, pjevačica: srednje svijetla koža, srednje svijetla koža
👩🏽‍🎤	ni svijetla ni tamna koža, pjevačica, pjevačica: ni svijetla ni tamna koža
👩🏾‍🎤	pjevačica, pjevačica: srednje tamna koža, srednje tamna koža
👩🏿‍🎤	pjevačica, pjevačica: tamna koža, tamna koža
🧑‍🎨	umjetnik
🧑🏻‍🎨	svijetla koža, umjetnik, umjetnik: svijetla koža
🧑🏼‍🎨	srednje svijetla koža, umjetnik, umjetnik: srednje svijetla koža
🧑🏽‍🎨	ni svijetla ni tamna koža, umjetnik, umjetnik: ni svijetla ni tamna koža
🧑🏾‍🎨	srednje tamna koža, umjetnik, umjetnik: srednje tamna koža
🧑🏿‍🎨	tamna koža, umjetnik, umjetnik: tamna koža
👨‍🎨	muškarac umjetnik
👨🏻‍🎨	muškarac umjetnik, muškarac umjetnik: svijetla koža, svijetla koža
👨🏼‍🎨	muškarac umjetnik, muškarac umjetnik: srednje svijetla koža, srednje svijetla koža
👨🏽‍🎨	muškarac umjetnik, muškarac umjetnik: ni svijetla ni tamna koža, ni svijetla ni tamna koža
👨🏾‍🎨	muškarac umjetnik, muškarac umjetnik: srednje tamna koža, srednje tamna koža
👨🏿‍🎨	muškarac umjetnik, muškarac umjetnik: tamna koža, tamna koža
👩‍🎨	umjetnica
👩🏻‍🎨	svijetla koža, umjetnica, umjetnica: svijetla koža
👩🏼‍🎨	srednje svijetla koža, umjetnica, umjetnica: srednje svijetla koža
👩🏽‍🎨	ni svijetla ni tamna koža, umjetnica, umjetnica: ni svijetla ni tamna koža
👩🏾‍🎨	srednje tamna koža, umjetnica, umjetnica: srednje tamna koža
👩🏿‍🎨	tamna koža, umjetnica, umjetnica: tamna koža
🧑‍✈	pilot(kinja)
🧑🏻‍✈	pilot(kinja), pilot(kinja): svijetla koža, svijetla koža
🧑🏼‍✈	pilot(kinja), pilot(kinja): srednje svijetla koža, srednje svijetla koža
🧑🏽‍✈	ni svijetla ni tamna koža, pilot(kinja), pilot(kinja): ni svijetla ni tamna koža
🧑🏾‍✈	pilot(kinja), pilot(kinja): srednje tamna koža, srednje tamna koža
🧑🏿‍✈	pilot(kinja), pilot(kinja): tamna koža, tamna koža
👨🏻‍✈	avion, muškarac, pilot, pilot: svijetla koža, svijetla koža
👨🏼‍✈	avion, muškarac, pilot, pilot: srednje svijetla koža, srednje svijetla koža
👨🏽‍✈	avion, muškarac, ni svijetla ni tamna koža, pilot, pilot: ni svijetla ni tamna koža
👩🏻‍✈	avion, pilot, svijetla koža, žena, žena pilot: svijetla koža
👩🏼‍✈	avion, pilot, srednje svijetla koža, žena, žena pilot: srednje svijetla koža
👩🏽‍✈	avion, ni svijetla ni tamna koža, pilot, žena, žena pilot: ni svijetla ni tamna koža
🧑🏻‍🚀	astronaut, astronaut: svijetla koža, raketa, svijetla koža
🧑🏼‍🚀	astronaut, astronaut: srednje svijetla koža, raketa, srednje svijetla koža
🧑🏽‍🚀	astronaut, astronaut: ni svijetla ni tamna koža, ni svijetla ni tamna koža, raketa
👨‍🚀	kosmonaut
👨🏻‍🚀	kosmonaut, kosmonaut: svijetla koža, svijetla koža
👨🏼‍🚀	kosmonaut, kosmonaut: srednje svijetla koža, srednje svijetla koža
👨🏽‍🚀	kosmonaut, kosmonaut: ni svijetla ni tamna koža, ni svijetla ni tamna koža
👨🏾‍🚀	kosmonaut, srednje tamna koža
👨🏿‍🚀	kosmonaut, tamna koža
👩🏻‍🚀	astronaut, kosmonautkinja, kosmonautkinja: svijetla koža, raketa, svemir, svijetla koža, žena
👩🏼‍🚀	astronaut, kosmonautkinja, kosmonautkinja: srednje svijetla koža, raketa, srednje svijetla koža, svemir, žena
👩🏽‍🚀	astronaut, kosmonautkinja, kosmonautkinja: ni svijetla ni tamna koža, ni svijetla ni tamna koža, raketa, svemir, žena
🧑🏻‍🚒	svijetla koža, vatrogasac, vatrogasac / žena vatrogasac, vatrogasac / žena vatrogasac: svijetla koža, vatrogasno vozilo
🧑🏼‍🚒	srednje svijetla koža, vatrogasac, vatrogasac / žena vatrogasac, vatrogasac / žena vatrogasac: srednje svijetla koža, vatrogasno vozilo
🧑🏽‍🚒	ni svijetla ni tamna koža, vatrogasac, vatrogasac / žena vatrogasac, vatrogasac / žena vatrogasac: ni svijetla ni tamna koža, vatrogasno vozilo
👨🏻‍🚒	kamion, muškarac, svijetla koža, vatra, vatrogasac, vatrogasac: svijetla koža
👨🏼‍🚒	kamion, muškarac, srednje svijetla koža, vatra, vatrogasac, vatrogasac: srednje svijetla koža
👨🏽‍🚒	kamion, muškarac, ni svijetla ni tamna koža, vatra, vatrogasac, vatrogasac: ni svijetla ni tamna koža
👩🏻‍🚒	kamion, svijetla koža, vatra, vatrogasac, žena, žena vatrogasac: svijetla koža
👩🏼‍🚒	kamion, srednje svijetla koža, vatra, vatrogasac, žena, žena vatrogasac: srednje svijetla koža
👩🏽‍🚒	kamion, ni svijetla ni tamna koža, vatra, vatrogasac, žena, žena vatrogasac: ni svijetla ni tamna koža
👮🏻	policajac, policija, pozornik, predstavnik policije, predstavnik policije: svijetla koža, svijetla koža
👮🏼	policajac, policija, pozornik, predstavnik policije, predstavnik policije: srednje svijetla koža, srednje svijetla koža
👮🏽	ni svijetla ni tamna koža, policajac, policija, pozornik, predstavnik policije, predstavnik policije: ni svijetla ni tamna koža
👮🏻‍♂	muškarac, pandur, policajac, policajac: svijetla koža, policija, svijetla koža
👮🏼‍♂	muškarac, pandur, policajac, policajac: srednje svijetla koža, policija, srednje svijetla koža
👮🏽‍♂	muškarac, ni svijetla ni tamna koža, pandur, policajac, policajac: ni svijetla ni tamna koža, policija
👮🏻‍♀	pandurka, policajka, policajka: svijetla koža, policija, svijetla koža, žena
👮🏼‍♀	pandurka, policajka, policajka: srednje svijetla koža, policija, srednje svijetla koža, žena
👮🏽‍♀	ni svijetla ni tamna koža, pandurka, policajka, policajka: ni svijetla ni tamna koža, policija, žena
🕵🏻	detektiv, inspektor, inspektor: svijetla koža, svijetla koža, špijun
🕵🏼	detektiv, inspektor, inspektor: srednje svijetla koža, srednje svijetla koža, špijun
🕵🏽	detektiv, inspektor, inspektor: ni svijetla ni tamna koža, ni svijetla ni tamna koža, špijun
🕵🏻‍♂	detektiv, detektiv: svijetla koža, muškarac, svijetla koža, špijun
🕵🏼‍♂	detektiv, detektiv: srednje svijetla koža, muškarac, srednje svijetla koža, špijun
🕵🏽‍♂	detektiv, detektiv: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža, špijun
🕵🏻‍♀	detektiv, detektivka, detektivka: svijetla koža, svijetla koža, špijun, žena
🕵🏼‍♀	detektiv, detektivka, detektivka: srednje svijetla koža, srednje svijetla koža, špijun, žena
🕵🏽‍♀	detektiv, detektivka, detektivka: ni svijetla ni tamna koža, ni svijetla ni tamna koža, špijun, žena
💂🏻	stražar, svijetla koža, čuvar, čuvar: svijetla koža
💂🏼	srednje svijetla koža, stražar, čuvar, čuvar: srednje svijetla koža
💂🏽	ni svijetla ni tamna koža, stražar, čuvar, čuvar: ni svijetla ni tamna koža
💂🏻‍♂	gardista, gardista: svijetla koža, muškarac, stražar, svijetla koža, čuvar
💂🏼‍♂	gardista, gardista: srednje svijetla koža, muškarac, srednje svijetla koža, stražar, čuvar
💂🏽‍♂	gardista, gardista: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža, stražar, čuvar
💂🏻‍♀	gardistkinja, gardistkinja: svijetla koža, stražar, svijetla koža, čuvar, žena
💂🏼‍♀	gardistkinja, gardistkinja: srednje svijetla koža, srednje svijetla koža, stražar, čuvar, žena
💂🏽‍♀	gardistkinja, gardistkinja: ni svijetla ni tamna koža, ni svijetla ni tamna koža, stražar, čuvar, žena
🥷🏻	borac, nevidljiv, nindža, nindža: svijetla koža, skriven, svijetla koža
🥷🏼	borac, nevidljiv, nindža, nindža: srednje svijetla koža, skriven, srednje svijetla koža
🥷🏽	borac, nevidljiv, ni svijetla ni tamna koža, nindža, nindža: ni svijetla ni tamna koža, skriven
👷	građevinski radnik, radnik, šljem
👷🏻	građevinski radnik, građevinski radnik: svijetla koža, radnik, svijetla koža, šljem
👷🏼	građevinski radnik, građevinski radnik: srednje svijetla koža, radnik, srednje svijetla koža, šljem
👷🏽	građevinski radnik, građevinski radnik: ni svijetla ni tamna koža, ni svijetla ni tamna koža, radnik, šljem
👷🏾	građevinski radnik, radnik, srednje tamna koža, šljem
👷🏿	građevinski radnik, radnik, tamna koža, šljem
👷‍♂	građevinar
👷🏻‍♂	građevinar, građevinar: svijetla koža, svijetla koža
👷🏼‍♂	građevinar, građevinar: srednje svijetla koža, srednje svijetla koža
👷🏽‍♂	građevinar, građevinar: ni svijetla ni tamna koža, ni svijetla ni tamna koža
👷🏾‍♂	građevinar, srednje tamna koža
👷🏿‍♂	građevinar, tamna koža
👷‍♀	građevinarka
👷🏻‍♀	građevinarka, građevinarka: svijetla koža, svijetla koža
👷🏼‍♀	građevinarka, građevinarka: srednje svijetla koža, srednje svijetla koža
👷🏽‍♀	građevinarka, građevinarka: ni svijetla ni tamna koža, ni svijetla ni tamna koža
👷🏾‍♀	građevinarka, srednje tamna koža
👷🏿‍♀	građevinarka, tamna koža
🫅🏻	kraljevski, monarh, osoba sa krunom, osoba sa krunom: svijetla koža, plemenit, plemić, svijetla koža
🫅🏼	kraljevski, monarh, osoba sa krunom, osoba sa krunom: srednje svijetla koža, plemenit, plemić, srednje svijetla koža
🫅🏽	kraljevski, monarh, ni svijetla ni tamna koža, osoba sa krunom, osoba sa krunom: ni svijetla ni tamna koža, plemenit, plemić
🤴🏻	princ, princ: svijetla koža, svijetla koža
🤴🏼	princ, princ: srednje svijetla koža, srednje svijetla koža
🤴🏽	ni svijetla ni tamna koža, princ, princ: ni svijetla ni tamna koža
👸🏻	bajka, mašta, princeza, princeza: svijetla koža, svijetla koža
👸🏼	bajka, mašta, princeza, princeza: srednje svijetla koža, srednje svijetla koža
👸🏽	bajka, mašta, ni svijetla ni tamna koža, princeza, princeza: ni svijetla ni tamna koža
👳🏻	osoba sa turbanom, osoba sa turbanom: svijetla koža, svijetla koža, turban
👳🏼	osoba sa turbanom, osoba sa turbanom: srednje svijetla koža, srednje svijetla koža, turban
👳🏽	ni svijetla ni tamna koža, osoba sa turbanom, osoba sa turbanom: ni svijetla ni tamna koža, turban
👳‍♂	čovjek sa turbanom
👳🏻‍♂	svijetla koža, čovjek sa turbanom, čovjek sa turbanom: svijetla koža
👳🏼‍♂	srednje svijetla koža, čovjek sa turbanom, čovjek sa turbanom: srednje svijetla koža
👳🏽‍♂	ni svijetla ni tamna koža, čovjek sa turbanom, čovjek sa turbanom: ni svijetla ni tamna koža
👳🏾‍♂	srednje tamna koža, čovjek sa turbanom, čovjek sa turbanom: srednje tamna koža
👳🏿‍♂	tamna koža, čovjek sa turbanom, čovjek sa turbanom: tamna koža
👳🏻‍♀	svijetla koža, turban, žena, žena sa turbanom, žena sa turbanom: svijetla koža
👳🏼‍♀	srednje svijetla koža, turban, žena, žena sa turbanom, žena sa turbanom: srednje svijetla koža
👳🏽‍♀	ni svijetla ni tamna koža, turban, žena, žena sa turbanom, žena sa turbanom: ni svijetla ni tamna koža
👲	gua pi mao, kapa, kineska kapa, osoba, osoba sa kineskom kapom, čovjek sa kineskom kapom, šešir
👲🏻	gua pi mao, kapa, kineska kapa, osoba, osoba sa kineskom kapom, svijetla koža, čovjek sa kineskom kapom, čovjek sa kineskom kapom: svijetla koža, šešir
👲🏼	gua pi mao, kapa, kineska kapa, osoba, osoba sa kineskom kapom, srednje svijetla koža, čovjek sa kineskom kapom, čovjek sa kineskom kapom: srednje svijetla koža, šešir
👲🏽	gua pi mao, kapa, kineska kapa, ni svijetla ni tamna koža, osoba, osoba sa kineskom kapom, čovjek sa kineskom kapom, čovjek sa kineskom kapom: ni svijetla ni tamna koža, šešir
👲🏾	gua pi mao, kapa, kineska kapa, osoba, osoba sa kineskom kapom, srednje tamna koža, čovjek sa kineskom kapom, čovjek sa kineskom kapom: srednje tamna koža, šešir
👲🏿	gua pi mao, kapa, kineska kapa, osoba, osoba sa kineskom kapom, tamna koža, čovjek sa kineskom kapom, čovjek sa kineskom kapom: tamna koža, šešir
🧕	hidžab, marama, marama za na glavu, tišel, žena sa maramom na glavi
🧕🏻	hidžab, marama, marama za na glavu, svijetla koža, tišel, žena sa maramom na glavi, žena sa maramom na glavi: svijetla koža
🧕🏼	hidžab, marama, marama za na glavu, srednje svijetla koža, tišel, žena sa maramom na glavi, žena sa maramom na glavi: srednje svijetla koža
🧕🏽	hidžab, marama, marama za na glavu, ni svijetla ni tamna koža, tišel, žena sa maramom na glavi, žena sa maramom na glavi: ni svijetla ni tamna koža
🧕🏾	hidžab, marama, marama za na glavu, srednje tamna koža, tišel, žena sa maramom na glavi
🧕🏿	hidžab, marama, marama za na glavu, tamna koža, tišel, žena sa maramom na glavi
🤵	čovjek u smokingu
🤵🏻	svijetla koža, čovjek u smokingu, čovjek u smokingu: svijetla koža
🤵🏼	srednje svijetla koža, čovjek u smokingu, čovjek u smokingu: srednje svijetla koža
🤵🏽	ni svijetla ni tamna koža, čovjek u smokingu, čovjek u smokingu: ni svijetla ni tamna koža
🤵🏾	srednje tamna koža, čovjek u smokingu, čovjek u smokingu: srednje tamna koža
🤵🏿	tamna koža, čovjek u smokingu, čovjek u smokingu: tamna koža
🤵🏻‍♂	muškarac, muškarac u smokingu, muškarac u smokingu: svijetla koža, smoking, svijetla koža
🤵🏼‍♂	muškarac, muškarac u smokingu, muškarac u smokingu: srednje svijetla koža, smoking, srednje svijetla koža
🤵🏽‍♂	muškarac, muškarac u smokingu, muškarac u smokingu: ni svijetla ni tamna koža, ni svijetla ni tamna koža, smoking
🤵🏻‍♀	smoking, svijetla koža, žena, žena u smokingu, žena u smokingu: svijetla koža
🤵🏼‍♀	smoking, srednje svijetla koža, žena, žena u smokingu, žena u smokingu: srednje svijetla koža
🤵🏽‍♀	ni svijetla ni tamna koža, smoking, žena, žena u smokingu, žena u smokingu: ni svijetla ni tamna koža
👰	nevjesta sa velom
👰🏻	nevjesta sa velom, nevjesta sa velom: svijetla koža, svijetla koža
👰🏼	nevjesta sa velom, nevjesta sa velom: srednje svijetla koža, srednje svijetla koža
👰🏽	nevjesta sa velom, nevjesta sa velom: ni svijetla ni tamna koža, ni svijetla ni tamna koža
👰🏾	nevjesta sa velom, nevjesta sa velom: srednje tamna koža, srednje tamna koža
👰🏿	nevjesta sa velom, nevjesta sa velom: tamna koža, tamna koža
👰🏻‍♂	muškarac, muškarac sa velom, muškarac sa velom: svijetla koža, svijetla koža, veo
👰🏼‍♂	muškarac, muškarac sa velom, muškarac sa velom: srednje svijetla koža, srednje svijetla koža, veo
👰🏽‍♂	muškarac, muškarac sa velom, muškarac sa velom: ni svijetla ni tamna koža, ni svijetla ni tamna koža, veo
👰🏻‍♀	svijetla koža, veo, žena, žena sa velom, žena sa velom: svijetla koža
👰🏼‍♀	srednje svijetla koža, veo, žena, žena sa velom, žena sa velom: srednje svijetla koža
👰🏽‍♀	ni svijetla ni tamna koža, veo, žena, žena sa velom, žena sa velom: ni svijetla ni tamna koža
🤰🏻	svijetla koža, trudnica, trudnica: svijetla koža, žena
🤰🏼	srednje svijetla koža, trudnica, trudnica: srednje svijetla koža, žena
🤰🏽	ni svijetla ni tamna koža, trudnica, trudnica: ni svijetla ni tamna koža, žena
🫃🏻	nadut, pun, stomak, svijetla koža, trudan, trudni muškarac, trudni muškarac: svijetla koža
🫃🏼	nadut, pun, srednje svijetla koža, stomak, trudan, trudni muškarac, trudni muškarac: srednje svijetla koža
🫃🏽	nadut, ni svijetla ni tamna koža, pun, stomak, trudan, trudni muškarac, trudni muškarac: ni svijetla ni tamna koža
🫄🏻	nadut, pun, stomak, svijetla koža, trudan, trudna osoba, trudna osoba: svijetla koža
🫄🏼	nadut, pun, srednje svijetla koža, stomak, trudan, trudna osoba, trudna osoba: srednje svijetla koža
🫄🏽	nadut, ni svijetla ni tamna koža, pun, stomak, trudan, trudna osoba, trudna osoba: ni svijetla ni tamna koža
🤱	dojenje
🤱🏻	dojenje, dojenje: svijetla koža, svijetla koža
🤱🏼	dojenje, dojenje: srednje svijetla koža, srednje svijetla koža
🤱🏽	dojenje, dojenje: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🤱🏾	dojenje, srednje tamna koža
🤱🏿	dojenje, tamna koža
👩🏻‍🍼	beba, dojenje, hranjenje, svijetla koža, žena, žena hrani bebu, žena hrani bebu: svijetla koža
👩🏼‍🍼	beba, dojenje, hranjenje, srednje svijetla koža, žena, žena hrani bebu, žena hrani bebu: srednje svijetla koža
👩🏽‍🍼	beba, dojenje, hranjenje, ni svijetla ni tamna koža, žena, žena hrani bebu, žena hrani bebu: ni svijetla ni tamna koža
👨‍🍼	muškarac hrani bebu
👨🏻‍🍼	muškarac hrani bebu, muškarac hrani bebu: svijetla koža, svijetla koža
👨🏼‍🍼	muškarac hrani bebu, muškarac hrani bebu: srednje svijetla koža, srednje svijetla koža
👨🏽‍🍼	muškarac hrani bebu, muškarac hrani bebu: ni svijetla ni tamna koža, ni svijetla ni tamna koža
👨🏾‍🍼	muškarac hrani bebu, srednje tamna koža
👨🏿‍🍼	muškarac hrani bebu, tamna koža
🧑🏻‍🍼	beba, dojenje, hranjenje, osoba, osoba hrani bebu, osoba hrani bebu: svijetla koža, svijetla koža
🧑🏼‍🍼	beba, dojenje, hranjenje, osoba, osoba hrani bebu, osoba hrani bebu: srednje svijetla koža, srednje svijetla koža
🧑🏽‍🍼	beba, dojenje, hranjenje, ni svijetla ni tamna koža, osoba, osoba hrani bebu, osoba hrani bebu: ni svijetla ni tamna koža
👼🏻	anđeo, bajka, beba, beba anđeo: svijetla koža, lice, mašta, svijetla koža
👼🏼	anđeo, bajka, beba, beba anđeo: srednje svijetla koža, lice, mašta, srednje svijetla koža
👼🏽	anđeo, bajka, beba, beba anđeo: ni svijetla ni tamna koža, lice, mašta, ni svijetla ni tamna koža
🎅	Djed Mraz, bajka, božić, božić bata, djed mraz, proslava
🎅🏻	Djed Mraz, Djed Mraz: svijetla koža, bajka, božić, božić bata, djed mraz, proslava, svijetla koža
🎅🏼	Djed Mraz, Djed Mraz: srednje svijetla koža, bajka, božić, božić bata, djed mraz, proslava, srednje svijetla koža
🎅🏽	Djed Mraz, Djed Mraz: ni svijetla ni tamna koža, bajka, božić, božić bata, djed mraz, ni svijetla ni tamna koža, proslava
🎅🏾	Djed Mraz, Djed Mraz: srednje tamna koža, bajka, božić, božić bata, djed mraz, proslava, srednje tamna koža
🎅🏿	Djed Mraz, Djed Mraz: tamna koža, bajka, božić, božić bata, djed mraz, proslava, tamna koža
🤶	baka, baka Mraz, božić, mraz, proslava
🤶🏻	baka, baka Mraz, baka Mraz: svijetla koža, božić, mraz, proslava, svijetla koža
🤶🏼	baka, baka Mraz, baka Mraz: srednje svijetla koža, božić, mraz, proslava, srednje svijetla koža
🤶🏽	baka, baka Mraz, baka Mraz: ni svijetla ni tamna koža, božić, mraz, ni svijetla ni tamna koža, proslava
🤶🏾	baka, baka Mraz, božić, mraz, proslava, srednje tamna koža
🤶🏿	baka, baka Mraz, božić, mraz, proslava, tamna koža
🧑🏻‍🎄	Mraz, Božić, osoba Mraz, osoba Mraz: svijetla koža, svijetla koža
🧑🏼‍🎄	Mraz, Božić, osoba Mraz, osoba Mraz: srednje svijetla koža, srednje svijetla koža
🧑🏽‍🎄	Mraz, Božić, ni svijetla ni tamna koža, osoba Mraz, osoba Mraz: ni svijetla ni tamna koža
🦸	dobro, heroina, heroj, superheroj, supermoć
🦸🏻	dobro, heroina, heroj, superheroj, superheroj: svijetla koža, supermoć, svijetla koža
🦸🏼	dobro, heroina, heroj, srednje svijetla koža, superheroj, superheroj: srednje svijetla koža, supermoć
🦸🏽	dobro, heroina, heroj, ni svijetla ni tamna koža, superheroj, superheroj: ni svijetla ni tamna koža, supermoć
🦸🏾	dobro, heroina, heroj, srednje tamna koža, superheroj, superheroj: srednje tamna koža, supermoć
🦸🏿	dobro, heroina, heroj, superheroj, superheroj: tamna koža, supermoć, tamna koža
🦸‍♂	muškarac superheroj
🦸🏻‍♂	muškarac superheroj, muškarac superheroj: svijetla koža, svijetla koža
🦸🏼‍♂	muškarac superheroj, muškarac superheroj: srednje svijetla koža, srednje svijetla koža
🦸🏽‍♂	muškarac superheroj, muškarac superheroj: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🦸🏾‍♂	muškarac superheroj, muškarac superheroj: srednje tamna koža, srednje tamna koža
🦸🏿‍♂	muškarac superheroj, muškarac superheroj: tamna koža, tamna koža
🦸‍♀	žena superheroj
🦸🏻‍♀	svijetla koža, žena superheroj, žena superheroj: svijetla koža
🦸🏼‍♀	srednje svijetla koža, žena superheroj, žena superheroj: srednje svijetla koža
🦸🏽‍♀	ni svijetla ni tamna koža, žena superheroj, žena superheroj: ni svijetla ni tamna koža
🦸🏾‍♀	srednje tamna koža, žena superheroj, žena superheroj: srednje tamna koža
🦸🏿‍♀	tamna koža, žena superheroj, žena superheroj: tamna koža
🦹	kriminal, negativac, supermoć, superzločinac, zlo, zločinac
🦹🏻	kriminal, negativac, negativac: svijetla koža, supermoć, superzločinac, svijetla koža, zlo, zločinac
🦹🏼	kriminal, negativac, negativac: srednje svijetla koža, srednje svijetla koža, supermoć, superzločinac, zlo, zločinac
🦹🏽	kriminal, negativac, negativac: ni svijetla ni tamna koža, ni svijetla ni tamna koža, supermoć, superzločinac, zlo, zločinac
🦹🏾	kriminal, negativac, srednje tamna koža, supermoć, superzločinac, zlo, zločinac
🦹🏿	kriminal, negativac, supermoć, superzločinac, tamna koža, zlo, zločinac
🦹‍♂	muškarac negativac
🦹🏻‍♂	muškarac negativac, muškarac negativac: svijetla koža, svijetla koža
🦹🏼‍♂	muškarac negativac, muškarac negativac: srednje svijetla koža, srednje svijetla koža
🦹🏽‍♂	muškarac negativac, muškarac negativac: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🦹🏾‍♂	muškarac negativac, srednje tamna koža
🦹🏿‍♂	muškarac negativac, tamna koža
🦹‍♀	žena negativac
🦹🏻‍♀	svijetla koža, žena negativac, žena negativac: svijetla koža
🦹🏼‍♀	srednje svijetla koža, žena negativac, žena negativac: srednje svijetla koža
🦹🏽‍♀	ni svijetla ni tamna koža, žena negativac, žena negativac: ni svijetla ni tamna koža
🦹🏾‍♀	srednje tamna koža, žena negativac
🦹🏿‍♀	tamna koža, žena negativac
🧙	mag, vještica, čarobnica, čarobnjak
🧙🏻	mag, mag: svijetla koža, svijetla koža, vještica, čarobnica, čarobnjak
🧙🏼	mag, mag: srednje svijetla koža, srednje svijetla koža, vještica, čarobnica, čarobnjak
🧙🏽	mag, mag: ni svijetla ni tamna koža, ni svijetla ni tamna koža, vještica, čarobnica, čarobnjak
🧙🏾	mag, srednje tamna koža, vještica, čarobnica, čarobnjak
🧙🏿	mag, tamna koža, vještica, čarobnica, čarobnjak
🧙‍♂	čarobnjak
🧙🏻‍♂	svijetla koža, čarobnjak, čarobnjak: svijetla koža
🧙🏼‍♂	srednje svijetla koža, čarobnjak, čarobnjak: srednje svijetla koža
🧙🏽‍♂	ni svijetla ni tamna koža, čarobnjak, čarobnjak: ni svijetla ni tamna koža
🧙🏾‍♂	srednje tamna koža, čarobnjak
🧙🏿‍♂	tamna koža, čarobnjak
🧙‍♀	čarobnica
🧙🏻‍♀	svijetla koža, čarobnica, čarobnica: svijetla koža
🧙🏼‍♀	srednje svijetla koža, čarobnica, čarobnica: srednje svijetla koža
🧙🏽‍♀	ni svijetla ni tamna koža, čarobnica, čarobnica: ni svijetla ni tamna koža
🧙🏾‍♀	srednje tamna koža, čarobnica
🧙🏿‍♀	tamna koža, čarobnica
🧚🏻	Oberon, Pak, Titanija, svijetla koža, vila, vila: svijetla koža
🧚🏼	Oberon, Pak, Titanija, srednje svijetla koža, vila, vila: srednje svijetla koža
🧚🏽	Oberon, Pak, Titanija, ni svijetla ni tamna koža, vila, vila: ni svijetla ni tamna koža
🧚🏻‍♂	Oberon, Pak, svijetla koža, vilenjak, vilenjak: svijetla koža
🧚🏼‍♂	Oberon, Pak, srednje svijetla koža, vilenjak, vilenjak: srednje svijetla koža
🧚🏽‍♂	Oberon, Pak, ni svijetla ni tamna koža, vilenjak, vilenjak: ni svijetla ni tamna koža
🧚🏻‍♀	Titanija, svijetla koža, žena vila, žena vila: svijetla koža
🧚🏼‍♀	Titanija, srednje svijetla koža, žena vila, žena vila: srednje svijetla koža
🧚🏽‍♀	Titanija, ni svijetla ni tamna koža, žena vila, žena vila: ni svijetla ni tamna koža
🧛🏻	Drakula, povampiren, svijetla koža, vampir, vampir: svijetla koža
🧛🏼	Drakula, povampiren, srednje svijetla koža, vampir, vampir: srednje svijetla koža
🧛🏽	Drakula, ni svijetla ni tamna koža, povampiren, vampir, vampir: ni svijetla ni tamna koža
🧛🏻‍♂	Drakula, muški vampir, muški vampir: svijetla koža, povampiren, svijetla koža
🧛🏼‍♂	Drakula, muški vampir, muški vampir: srednje svijetla koža, povampiren, srednje svijetla koža
🧛🏽‍♂	Drakula, muški vampir, muški vampir: ni svijetla ni tamna koža, ni svijetla ni tamna koža, povampiren
🧛🏻‍♀	povampiren, svijetla koža, ženski vampir, ženski vampir: svijetla koža
🧛🏼‍♀	povampiren, srednje svijetla koža, ženski vampir, ženski vampir: srednje svijetla koža
🧛🏽‍♀	ni svijetla ni tamna koža, povampiren, ženski vampir, ženski vampir: ni svijetla ni tamna koža
🧜🏻	osoba iz mora, osoba iz mora: svijetla koža, sirena, svijetla koža
🧜🏼	osoba iz mora, osoba iz mora: srednje svijetla koža, sirena, srednje svijetla koža
🧜🏽	ni svijetla ni tamna koža, osoba iz mora, osoba iz mora: ni svijetla ni tamna koža, sirena
🧜🏻‍♂	Triton, muškarac iz mora, muškarac iz mora: svijetla koža, svijetla koža
🧜🏼‍♂	Triton, muškarac iz mora, muškarac iz mora: srednje svijetla koža, srednje svijetla koža
