😀	داند پیسنا, دند پیسدی شکل, دی شکل
👨🏿‍🎨	بندہ, فنکار, مرد فنکار, مرد فنکار: کالی رنگت آلی جلد, مصّور دی تختی, کالی رنگت آلی جلد
👩‍🎨	زنانی, فنکار, فنکار زنانی, مصّور دی تختی
👩🏻‍🎨	زنانی, فنکار, فنکار زنانی: ہلکی رنگت آلی جلد, مصّور دی تختی, ہلکی رنگت آلی جلد
👩🏼‍🎨	زنانی, فنکار, فنکار زنانی: ہلکی درمیانی رنگت آلی جلد, مصّور دی تختی, ہلکی درمیانی رنگت آلی جلد
👩🏽‍🎨	درمیانی رنگت آلی جلد, زنانی, فنکار, فنکار زنانی: درمیانی رنگت آلی جلد, مصّور دی تختی
👩🏾‍🎨	درمیانی کالی رنگت آلی جلد, زنانی, فنکار, فنکار زنانی: درمیانی کالی رنگت آلی جلد, مصّور دی تختی
👩🏿‍🎨	زنانی, فنکار, فنکار زنانی: کالی رنگت آلی جلد, مصّور دی تختی, کالی رنگت آلی جلد
👨‍✈	بندہ, جیندا, مرد پائلٹ, پائلٹ
👨🏻‍✈	بندہ, جیندا, مرد پائلٹ, مرد پائلٹ: ہلکی رنگت آلی جلد, پائلٹ, ہلکی رنگت آلی جلد
👨🏼‍✈	بندہ, جیندا, مرد پائلٹ, مرد پائلٹ: ہلکی درمیانی رنگت آلی جلد, پائلٹ, ہلکی درمیانی رنگت آلی جلد
👨🏽‍✈	بندہ, جیندا, درمیانی رنگت آلی جلد, مرد پائلٹ, مرد پائلٹ: درمیانی رنگت آلی جلد, پائلٹ
👨🏾‍✈	بندہ, جیندا, درمیانی کالی رنگت آلی جلد, مرد پائلٹ, مرد پائلٹ: درمیانی کالی رنگت آلی جلد, پائلٹ
👨🏿‍✈	بندہ, جیندا, مرد پائلٹ, مرد پائلٹ: کالی رنگت آلی جلد, پائلٹ, کالی رنگت آلی جلد
👩‍✈	جیندا, زنانی, زنانی پائلٹ, پائلٹ
👩🏻‍✈	جیندا, زنانی, زنانی پائلٹ: ہلکی رنگت آلی جلد, پائلٹ, ہلکی رنگت آلی جلد
👩🏼‍✈	جیندا, زنانی, زنانی پائلٹ: ہلکی درمیانی رنگت آلی جلد, پائلٹ, ہلکی درمیانی رنگت آلی جلد
👩🏽‍✈	جیندا, درمیانی رنگت آلی جلد, زنانی, زنانی پائلٹ: درمیانی رنگت آلی جلد, پائلٹ
👩🏾‍✈	جیندا, درمیانی کالی رنگت آلی جلد, زنانی, زنانی پائلٹ: درمیانی کالی رنگت آلی جلد, پائلٹ
👩🏿‍✈	جیندا, زنانی, زنانی پائلٹ: کالی رنگت آلی جلد, پائلٹ, کالی رنگت آلی جلد
👨‍🚀	بندہ, خلاء باز, راکٹ, مرد خلاء باز
👨🏻‍🚀	بندہ, خلاء باز, راکٹ, مرد خلاء باز, مرد خلاء باز: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
👨🏼‍🚀	بندہ, خلاء باز, راکٹ, مرد خلاء باز, مرد خلاء باز: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👨🏽‍🚀	بندہ, خلاء باز, درمیانی رنگت آلی جلد, راکٹ, مرد خلاء باز, مرد خلاء باز: درمیانی رنگت آلی جلد
👨🏾‍🚀	بندہ, خلاء باز, درمیانی کالی رنگت آلی جلد, راکٹ, مرد خلاء باز, مرد خلاء باز: درمیانی کالی رنگت آلی جلد
👨🏿‍🚀	بندہ, خلاء باز, راکٹ, مرد خلاء باز, مرد خلاء باز: کالی رنگت آلی جلد, کالی رنگت آلی جلد
👩‍🚀	خلاء باز, خلاء باز زنانی, راکٹ, زنانی
👩🏻‍🚀	خلاء باز, خلاء باز زنانی, خلاء باز زنانی: ہلکی رنگت آلی جلد, راکٹ, زنانی, ہلکی رنگت آلی جلد
👩🏼‍🚀	خلاء باز, خلاء باز زنانی, خلاء باز زنانی: ہلکی درمیانی رنگت آلی جلد, راکٹ, زنانی, ہلکی درمیانی رنگت آلی جلد
👩🏽‍🚀	خلاء باز, خلاء باز زنانی, خلاء باز زنانی: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, راکٹ, زنانی
👩🏾‍🚀	خلاء باز, خلاء باز زنانی, خلاء باز زنانی: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, راکٹ, زنانی
👩🏿‍🚀	خلاء باز, خلاء باز زنانی, خلاء باز زنانی: کالی رنگت آلی جلد, راکٹ, زنانی, کالی رنگت آلی جلد
👨‍🚒	آگ بجھان آلا, آگ بجھان آلا بندہ, بندہ, فائر ٹرک
👨🏻‍🚒	آگ بجھان آلا, آگ بجھان آلا بندہ, آگ بجھان آلا بندہ: ہلکی رنگت آلی جلد, بندہ, فائر ٹرک, ہلکی رنگت آلی جلد
👨🏼‍🚒	آگ بجھان آلا, آگ بجھان آلا بندہ, آگ بجھان آلا بندہ: ہلکی درمیانی رنگت آلی جلد, بندہ, فائر ٹرک, ہلکی درمیانی رنگت آلی جلد
👨🏽‍🚒	آگ بجھان آلا, آگ بجھان آلا بندہ, آگ بجھان آلا بندہ: درمیانی رنگت آلی جلد, بندہ, درمیانی رنگت آلی جلد, فائر ٹرک
👨🏾‍🚒	آگ بجھان آلا, آگ بجھان آلا بندہ, آگ بجھان آلا بندہ: درمیانی کالی رنگت آلی جلد, بندہ, درمیانی کالی رنگت آلی جلد, فائر ٹرک
👨🏿‍🚒	آگ بجھان آلا, آگ بجھان آلا بندہ, آگ بجھان آلا بندہ: کالی رنگت آلی جلد, بندہ, فائر ٹرک, کالی رنگت آلی جلد
👩‍🚒	آگ بجان آلی زنانی, آگ بجھان آلا, زنانی, فائر ٹرک
👩🏻‍🚒	آگ بجان آلی زنانی, آگ بجان آلی زنانی: ہلکی رنگت آلی جلد, آگ بجھان آلا, زنانی, فائر ٹرک, ہلکی رنگت آلی جلد
👩🏼‍🚒	آگ بجان آلی زنانی, آگ بجان آلی زنانی: ہلکی درمیانی رنگت آلی جلد, آگ بجھان آلا, زنانی, فائر ٹرک, ہلکی درمیانی رنگت آلی جلد
👩🏽‍🚒	آگ بجان آلی زنانی, آگ بجان آلی زنانی: درمیانی رنگت آلی جلد, آگ بجھان آلا, درمیانی رنگت آلی جلد, زنانی, فائر ٹرک
👩🏾‍🚒	آگ بجان آلی زنانی, آگ بجان آلی زنانی: درمیانی کالی رنگت آلی جلد, آگ بجھان آلا, درمیانی کالی رنگت آلی جلد, زنانی, فائر ٹرک
👩🏿‍🚒	آگ بجان آلی زنانی, آگ بجان آلی زنانی: کالی رنگت آلی جلد, آگ بجھان آلا, زنانی, فائر ٹرک, کالی رنگت آلی جلد
👮	آفسر, تاگے دا گولا, پُلس, پُلس دا افسر
👮🏻	آفسر, تاگے دا گولا, پُلس, پُلس دا افسر, پُلس دا افسر: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
👮🏼	آفسر, تاگے دا گولا, پُلس, پُلس دا افسر, پُلس دا افسر: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👮🏽	آفسر, تاگے دا گولا, درمیانی رنگت آلی جلد, پُلس, پُلس دا افسر, پُلس دا افسر: درمیانی رنگت آلی جلد
👮🏾	آفسر, تاگے دا گولا, درمیانی کالی رنگت آلی جلد, پُلس, پُلس دا افسر, پُلس دا افسر: درمیانی کالی رنگت آلی جلد
👮🏿	آفسر, تاگے دا گولا, پُلس, پُلس دا افسر, پُلس دا افسر: کالی رنگت آلی جلد, کالی رنگت آلی جلد
👮‍♂	آفسر, بندہ, تاگے دا گولا, پُلس, پُلس آفسر بندہ
👮🏻‍♂	آفسر, بندہ, تاگے دا گولا, پُلس, پُلس آفسر بندہ: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
👮🏼‍♂	آفسر, بندہ, تاگے دا گولا, پُلس, پُلس آفسر بندہ: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👮🏽‍♂	آفسر, بندہ, تاگے دا گولا, درمیانی رنگت آلی جلد, پُلس, پُلس آفسر بندہ: درمیانی رنگت آلی جلد
👮🏾‍♂	آفسر, بندہ, تاگے دا گولا, درمیانی کالی رنگت آلی جلد, پُلس, پُلس آفسر بندہ: درمیانی کالی رنگت آلی جلد
👮🏿‍♂	آفسر, بندہ, تاگے دا گولا, پُلس, پُلس آفسر بندہ: کالی رنگت آلی جلد, کالی رنگت آلی جلد
👮‍♀	آفسر, تاگے دا گولا, زنانی, پُلس, پُلس آفسر زنانی
👮🏻‍♀	آفسر, تاگے دا گولا, زنانی, پُلس, پُلس آفسر زنانی: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
👮🏼‍♀	آفسر, تاگے دا گولا, زنانی, پُلس, پُلس آفسر زنانی: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👮🏽‍♀	آفسر, تاگے دا گولا, درمیانی رنگت آلی جلد, زنانی, پُلس, پُلس آفسر زنانی: درمیانی رنگت آلی جلد
👮🏾‍♀	آفسر, تاگے دا گولا, درمیانی کالی رنگت آلی جلد, زنانی, پُلس, پُلس آفسر زنانی: درمیانی کالی رنگت آلی جلد
👮🏿‍♀	آفسر, تاگے دا گولا, زنانی, پُلس, پُلس آفسر زنانی: کالی رنگت آلی جلد, کالی رنگت آلی جلد
🕵️	جاسوس, سراغ لان آلا کتا, مُخبر
🕵🏻	جاسوس, جاسوس: ہلکی رنگت آلی جلد, سراغ لان آلا کتا, مُخبر, ہلکی رنگت آلی جلد
🕵🏼	جاسوس, جاسوس: ہلکی درمیانی رنگت آلی جلد, سراغ لان آلا کتا, مُخبر, ہلکی درمیانی رنگت آلی جلد
🕵🏽	جاسوس, جاسوس: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, سراغ لان آلا کتا, مُخبر
🕵🏾	جاسوس, جاسوس: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, سراغ لان آلا کتا, مُخبر
🕵🏿	جاسوس, جاسوس: کالی رنگت آلی جلد, سراغ لان آلا کتا, مُخبر, کالی رنگت آلی جلد
🕵‍♂	بندہ, جاسوس, جاسوس بندہ, سراغ لان آلا کتا, مُخبر
🕵🏻‍♂	بندہ, جاسوس, جاسوس بندہ: ہلکی رنگت آلی جلد, سراغ لان آلا کتا, مُخبر, ہلکی رنگت آلی جلد
🕵🏼‍♂	بندہ, جاسوس, جاسوس بندہ: ہلکی درمیانی رنگت آلی جلد, سراغ لان آلا کتا, مُخبر, ہلکی درمیانی رنگت آلی جلد
🕵🏽‍♂	بندہ, جاسوس, جاسوس بندہ: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, سراغ لان آلا کتا, مُخبر
🕵🏾‍♂	بندہ, جاسوس, جاسوس بندہ: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, سراغ لان آلا کتا, مُخبر
🕵🏿‍♂	بندہ, جاسوس, جاسوس بندہ: کالی رنگت آلی جلد, سراغ لان آلا کتا, مُخبر, کالی رنگت آلی جلد
🕵‍♀	جاسوس, جاسوس زنانی, زنانی, سراغ لان آلا کتا, مُخبر
🕵🏻‍♀	جاسوس, جاسوس زنانی: ہلکی رنگت آلی جلد, زنانی, سراغ لان آلا کتا, مُخبر, ہلکی رنگت آلی جلد
🕵🏼‍♀	جاسوس, جاسوس زنانی: ہلکی درمیانی رنگت آلی جلد, زنانی, سراغ لان آلا کتا, مُخبر, ہلکی درمیانی رنگت آلی جلد
🕵🏽‍♀	جاسوس, جاسوس زنانی: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, زنانی, سراغ لان آلا کتا, مُخبر
🕵🏾‍♀	جاسوس, جاسوس زنانی: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, زنانی, سراغ لان آلا کتا, مُخبر
🕵🏿‍♀	جاسوس, جاسوس زنانی: کالی رنگت آلی جلد, زنانی, سراغ لان آلا کتا, مُخبر, کالی رنگت آلی جلد
💂	چوکیدار
💂🏻	چوکیدار, چوکیدار: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
💂🏼	چوکیدار, چوکیدار: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
💂🏽	درمیانی رنگت آلی جلد, چوکیدار, چوکیدار: درمیانی رنگت آلی جلد
💂🏾	درمیانی کالی رنگت آلی جلد, چوکیدار, چوکیدار: درمیانی کالی رنگت آلی جلد
💂🏿	چوکیدار, چوکیدار: کالی رنگت آلی جلد, کالی رنگت آلی جلد
💂‍♂	بندہ, چوکیدار, چوکیدار بندہ
💂🏻‍♂	بندہ, چوکیدار, چوکیدار بندہ: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
💂🏼‍♂	بندہ, چوکیدار, چوکیدار بندہ: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
💂🏽‍♂	بندہ, درمیانی رنگت آلی جلد, چوکیدار, چوکیدار بندہ: درمیانی رنگت آلی جلد
💂🏾‍♂	بندہ, درمیانی کالی رنگت آلی جلد, چوکیدار, چوکیدار بندہ: درمیانی کالی رنگت آلی جلد
💂🏿‍♂	بندہ, چوکیدار, چوکیدار بندہ: کالی رنگت آلی جلد, کالی رنگت آلی جلد
💂‍♀	زنانی, چوکیدار, چوکیدار زنانی
💂🏻‍♀	زنانی, چوکیدار, چوکیدار زنانی: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
💂🏼‍♀	زنانی, چوکیدار, چوکیدار زنانی: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
💂🏽‍♀	درمیانی رنگت آلی جلد, زنانی, چوکیدار, چوکیدار زنانی: درمیانی رنگت آلی جلد
💂🏾‍♀	درمیانی کالی رنگت آلی جلد, زنانی, چوکیدار, چوکیدار زنانی: درمیانی کالی رنگت آلی جلد
💂🏿‍♀	زنانی, چوکیدار, چوکیدار زنانی: کالی رنگت آلی جلد, کالی رنگت آلی جلد
👷	تعمیر, تعمیری کم کرن آلے, کم کرن آلا, ہیٹ
👷🏻	تعمیر, تعمیری کم کرن آلے, تعمیری کم کرن آلے: ہلکی رنگت آلی جلد, کم کرن آلا, ہلکی رنگت آلی جلد, ہیٹ
👷🏼	تعمیر, تعمیری کم کرن آلے, تعمیری کم کرن آلے: ہلکی درمیانی رنگت آلی جلد, کم کرن آلا, ہلکی درمیانی رنگت آلی جلد, ہیٹ
👷🏽	تعمیر, تعمیری کم کرن آلے, تعمیری کم کرن آلے: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, کم کرن آلا, ہیٹ
👷🏾	تعمیر, تعمیری کم کرن آلے, تعمیری کم کرن آلے: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, کم کرن آلا, ہیٹ
👷🏿	تعمیر, تعمیری کم کرن آلے, تعمیری کم کرن آلے: کالی رنگت آلی جلد, کالی رنگت آلی جلد, کم کرن آلا, ہیٹ
👷‍♂	بندہ, تعمیر, تعمیری کم کرن آلا بندہ, کم کرن آلا
👷🏻‍♂	بندہ, تعمیر, تعمیری کم کرن آلا بندہ, تعمیری کم کرن آلا بندہ: ہلکی رنگت آلی جلد, کم کرن آلا, ہلکی رنگت آلی جلد
👷🏼‍♂	بندہ, تعمیر, تعمیری کم کرن آلا بندہ, تعمیری کم کرن آلا بندہ: ہلکی درمیانی رنگت آلی جلد, کم کرن آلا, ہلکی درمیانی رنگت آلی جلد
👷🏽‍♂	بندہ, تعمیر, تعمیری کم کرن آلا بندہ, تعمیری کم کرن آلا بندہ: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, کم کرن آلا
👷🏾‍♂	بندہ, تعمیر, تعمیری کم کرن آلا بندہ, تعمیری کم کرن آلا بندہ: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, کم کرن آلا
👷🏿‍♂	بندہ, تعمیر, تعمیری کم کرن آلا بندہ, تعمیری کم کرن آلا بندہ: کالی رنگت آلی جلد, کالی رنگت آلی جلد, کم کرن آلا
👷‍♀	تعمیر, تعمیری کم کرن آلی زنانی, زنانی, کم کرن آلا
👷🏻‍♀	تعمیر, تعمیری کم کرن آلی زنانی, تعمیری کم کرن آلی زنانی: ہلکی رنگت آلی جلد, زنانی, کم کرن آلا, ہلکی رنگت آلی جلد
👷🏼‍♀	تعمیر, تعمیری کم کرن آلی زنانی, تعمیری کم کرن آلی زنانی: ہلکی درمیانی رنگت آلی جلد, زنانی, کم کرن آلا, ہلکی درمیانی رنگت آلی جلد
👷🏽‍♀	تعمیر, تعمیری کم کرن آلی زنانی, تعمیری کم کرن آلی زنانی: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, زنانی, کم کرن آلا
👷🏾‍♀	تعمیر, تعمیری کم کرن آلی زنانی, تعمیری کم کرن آلی زنانی: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, زنانی, کم کرن آلا
👷🏿‍♀	تعمیر, تعمیری کم کرن آلی زنانی, تعمیری کم کرن آلی زنانی: کالی رنگت آلی جلد, زنانی, کالی رنگت آلی جلد, کم کرن آلا
🤴	شہزادہ
🤴🏻	شہزادہ, شہزادہ: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
🤴🏼	شہزادہ, شہزادہ: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
🤴🏽	درمیانی رنگت آلی جلد, شہزادہ, شہزادہ: درمیانی رنگت آلی جلد
🤴🏾	درمیانی کالی رنگت آلی جلد, شہزادہ, شہزادہ: درمیانی کالی رنگت آلی جلد
🤴🏿	شہزادہ, شہزادہ: کالی رنگت آلی جلد, کالی رنگت آلی جلد
👸	تصور, شہزادی, پریاں دی کہانی
👸🏻	تصور, شہزادی, شہزادی: ہلکی رنگت آلی جلد, پریاں دی کہانی, ہلکی رنگت آلی جلد
👸🏼	تصور, شہزادی, شہزادی: ہلکی درمیانی رنگت آلی جلد, پریاں دی کہانی, ہلکی درمیانی رنگت آلی جلد
👸🏽	تصور, درمیانی رنگت آلی جلد, شہزادی, شہزادی: درمیانی رنگت آلی جلد, پریاں دی کہانی
👸🏾	تصور, درمیانی کالی رنگت آلی جلد, شہزادی, شہزادی: درمیانی کالی رنگت آلی جلد, پریاں دی کہانی
👸🏿	تصور, شہزادی, شہزادی: کالی رنگت آلی جلد, پریاں دی کہانی, کالی رنگت آلی جلد
👳	پگڑی, پگڑی پاندا بندہ
👳🏻	پگڑی, پگڑی پاندا بندہ, پگڑی پاندا بندہ: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
👳🏼	پگڑی, پگڑی پاندا بندہ, پگڑی پاندا بندہ: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👳🏽	درمیانی رنگت آلی جلد, پگڑی, پگڑی پاندا بندہ, پگڑی پاندا بندہ: درمیانی رنگت آلی جلد
👳🏾	درمیانی کالی رنگت آلی جلد, پگڑی, پگڑی پاندا بندہ, پگڑی پاندا بندہ: درمیانی کالی رنگت آلی جلد
👳🏿	پگڑی, پگڑی پاندا بندہ, پگڑی پاندا بندہ: کالی رنگت آلی جلد, کالی رنگت آلی جلد
👳‍♂	بندہ, پگڑی, پگڑی پاندا بندا
👳🏻‍♂	بندہ, پگڑی, پگڑی پاندا بندا, پگڑی پاندا بندا: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
👳🏼‍♂	بندہ, پگڑی, پگڑی پاندا بندا, پگڑی پاندا بندا: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👳🏽‍♂	بندہ, درمیانی رنگت آلی جلد, پگڑی, پگڑی پاندا بندا, پگڑی پاندا بندا: درمیانی رنگت آلی جلد
👳🏾‍♂	بندہ, درمیانی کالی رنگت آلی جلد, پگڑی, پگڑی پاندا بندا, پگڑی پاندا بندا: درمیانی کالی رنگت آلی جلد
👳🏿‍♂	بندہ, پگڑی, پگڑی پاندا بندا, پگڑی پاندا بندا: کالی رنگت آلی جلد, کالی رنگت آلی جلد
👳‍♀	زنانی, پگڑی, پگڑی پاندی زنانی
👳🏻‍♀	زنانی, پگڑی, پگڑی پاندی زنانی, پگڑی پاندی زنانی: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
👳🏼‍♀	زنانی, پگڑی, پگڑی پاندی زنانی, پگڑی پاندی زنانی: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👳🏽‍♀	درمیانی رنگت آلی جلد, زنانی, پگڑی, پگڑی پاندی زنانی, پگڑی پاندی زنانی: درمیانی رنگت آلی جلد
👳🏾‍♀	درمیانی کالی رنگت آلی جلد, زنانی, پگڑی, پگڑی پاندی زنانی, پگڑی پاندی زنانی: درمیانی کالی رنگت آلی جلد
👳🏿‍♀	زنانی, پگڑی, پگڑی پاندی زنانی, پگڑی پاندی زنانی: کالی رنگت آلی جلد, کالی رنگت آلی جلد
👲	بندہ, چینی ٹوپی, چینی ٹوپی نال بندہ, ہیٹ
👲🏻	بندہ, چینی ٹوپی, چینی ٹوپی نال بندہ, چینی ٹوپی نال بندہ: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد, ہیٹ
👲🏼	بندہ, چینی ٹوپی, چینی ٹوپی نال بندہ, چینی ٹوپی نال بندہ: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد, ہیٹ
👲🏽	بندہ, درمیانی رنگت آلی جلد, چینی ٹوپی, چینی ٹوپی نال بندہ, چینی ٹوپی نال بندہ: درمیانی رنگت آلی جلد, ہیٹ
👲🏾	بندہ, درمیانی کالی رنگت آلی جلد, چینی ٹوپی, چینی ٹوپی نال بندہ, چینی ٹوپی نال بندہ: درمیانی کالی رنگت آلی جلد, ہیٹ
👲🏿	بندہ, چینی ٹوپی, چینی ٹوپی نال بندہ, چینی ٹوپی نال بندہ: کالی رنگت آلی جلد, کالی رنگت آلی جلد, ہیٹ
🧕	حجاب, سر دے رومال نال زنانی, سر ڈھکن آلا رومال, ہسپانوی عورت کے سر کا رومال, یہودی مذہب وچ سر ڈھکن دا طریقہ
🧕🏻	حجاب, سر دے رومال نال زنانی, سر دے رومال نال زنانی: ہلکی رنگت آلی جلد, سر ڈھکن آلا رومال, ہسپانوی عورت کے سر کا رومال, ہلکی رنگت آلی جلد, یہودی مذہب وچ سر ڈھکن دا طریقہ
🧕🏼	حجاب, سر دے رومال نال زنانی, سر دے رومال نال زنانی: ہلکی درمیانی رنگت آلی جلد, سر ڈھکن آلا رومال, ہسپانوی عورت کے سر کا رومال, ہلکی درمیانی رنگت آلی جلد, یہودی مذہب وچ سر ڈھکن دا طریقہ
🧕🏽	حجاب, درمیانی رنگت آلی جلد, سر دے رومال نال زنانی, سر دے رومال نال زنانی: درمیانی رنگت آلی جلد, سر ڈھکن آلا رومال, ہسپانوی عورت کے سر کا رومال, یہودی مذہب وچ سر ڈھکن دا طریقہ
🧕🏾	حجاب, درمیانی کالی رنگت آلی جلد, سر دے رومال نال زنانی, سر دے رومال نال زنانی: درمیانی کالی رنگت آلی جلد, سر ڈھکن آلا رومال, ہسپانوی عورت کے سر کا رومال, یہودی مذہب وچ سر ڈھکن دا طریقہ
🧕🏿	حجاب, سر دے رومال نال زنانی, سر دے رومال نال زنانی: کالی رنگت آلی جلد, سر ڈھکن آلا رومال, کالی رنگت آلی جلد, ہسپانوی عورت کے سر کا رومال, یہودی مذہب وچ سر ڈھکن دا طریقہ
🤵	بندہ, خاص جیکٹ وچ بندہ, دولہا, شام نوں پایا جان آلا کوٹ
🤵🏻	بندہ, خاص جیکٹ وچ بندہ, خاص جیکٹ وچ بندہ: ہلکی رنگت آلی جلد, دولہا, شام نوں پایا جان آلا کوٹ, ہلکی رنگت آلی جلد
🤵🏼	بندہ, خاص جیکٹ وچ بندہ, خاص جیکٹ وچ بندہ: ہلکی درمیانی رنگت آلی جلد, دولہا, شام نوں پایا جان آلا کوٹ, ہلکی درمیانی رنگت آلی جلد
🤵🏽	بندہ, خاص جیکٹ وچ بندہ, خاص جیکٹ وچ بندہ: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, دولہا, شام نوں پایا جان آلا کوٹ
🤵🏾	بندہ, خاص جیکٹ وچ بندہ, خاص جیکٹ وچ بندہ: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, دولہا, شام نوں پایا جان آلا کوٹ
🤵🏿	بندہ, خاص جیکٹ وچ بندہ, خاص جیکٹ وچ بندہ: کالی رنگت آلی جلد, دولہا, شام نوں پایا جان آلا کوٹ, کالی رنگت آلی جلد
👰	تقاب, نقاب نال ووہٹی, ووٹی, ویاہ
👰🏻	تقاب, نقاب نال ووہٹی, نقاب نال ووہٹی: ہلکی رنگت آلی جلد, ووٹی, ویاہ, ہلکی رنگت آلی جلد
👰🏼	تقاب, نقاب نال ووہٹی, نقاب نال ووہٹی: ہلکی درمیانی رنگت آلی جلد, ووٹی, ویاہ, ہلکی درمیانی رنگت آلی جلد
👰🏽	تقاب, درمیانی رنگت آلی جلد, نقاب نال ووہٹی, نقاب نال ووہٹی: درمیانی رنگت آلی جلد, ووٹی, ویاہ
👰🏾	تقاب, درمیانی کالی رنگت آلی جلد, نقاب نال ووہٹی, نقاب نال ووہٹی: درمیانی کالی رنگت آلی جلد, ووٹی, ویاہ
👰🏿	تقاب, نقاب نال ووہٹی, نقاب نال ووہٹی: کالی رنگت آلی جلد, ووٹی, ویاہ, کالی رنگت آلی جلد
🤰	حاملہ, حاملہ زنانی, زنانی
🤰🏻	حاملہ, حاملہ زنانی: ہلکی رنگت آلی جلد, زنانی, ہلکی رنگت آلی جلد
🤰🏼	حاملہ, حاملہ زنانی: ہلکی درمیانی رنگت آلی جلد, زنانی, ہلکی درمیانی رنگت آلی جلد
🤰🏽	حاملہ, حاملہ زنانی: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, زنانی
🤰🏾	حاملہ, حاملہ زنانی: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, زنانی
🤰🏿	حاملہ, حاملہ زنانی: کالی رنگت آلی جلد, زنانی, کالی رنگت آلی جلد
🤱	دودھ پین آلا, نرسنگ, نیانا, چھاتی
🤱🏻	دودھ پین آلا, دودھ پین آلا: ہلکی رنگت آلی جلد, نرسنگ, نیانا, چھاتی, ہلکی رنگت آلی جلد
🤱🏼	دودھ پین آلا, دودھ پین آلا: ہلکی درمیانی رنگت آلی جلد, نرسنگ, نیانا, چھاتی, ہلکی درمیانی رنگت آلی جلد
🤱🏽	درمیانی رنگت آلی جلد, دودھ پین آلا, دودھ پین آلا: درمیانی رنگت آلی جلد, نرسنگ, نیانا, چھاتی
🤱🏾	درمیانی کالی رنگت آلی جلد, دودھ پین آلا, دودھ پین آلا: درمیانی کالی رنگت آلی جلد, نرسنگ, نیانا, چھاتی
🤱🏿	دودھ پین آلا, دودھ پین آلا: کالی رنگت آلی جلد, نرسنگ, نیانا, چھاتی, کالی رنگت آلی جلد
👼	بال, تصور, دی شکل, فرشتہ, فرشتہ بال, پریاں دی کہانی
👼🏻	بال, تصور, دی شکل, فرشتہ, فرشتہ بال: ہلکی رنگت آلی جلد, پریاں دی کہانی, ہلکی رنگت آلی جلد
👼🏼	بال, تصور, دی شکل, فرشتہ, فرشتہ بال: ہلکی درمیانی رنگت آلی جلد, پریاں دی کہانی, ہلکی درمیانی رنگت آلی جلد
👼🏽	بال, تصور, درمیانی رنگت آلی جلد, دی شکل, فرشتہ, فرشتہ بال: درمیانی رنگت آلی جلد, پریاں دی کہانی
